Year,Subject,Score,Frequency
2023,sinh_hoc,5.75,22602
2023,sinh_hoc,6.0,25243
2023,sinh_hoc,6.25,26677
2023,sinh_hoc,6.5,27268
2023,sinh_hoc,6.75,26755
2023,sinh_hoc,7.0,24468
2023,sinh_hoc,7.25,21946
2023,sinh_hoc,7.5,18487
2023,sinh_hoc,7.75,14606
2023,sinh_hoc,8.0,11244
2023,sinh_hoc,8.25,8048
2023,sinh_hoc,8.5,5739
2023,sinh_hoc,8.75,3832
2023,sinh_hoc,9.0,2470
2023,sinh_hoc,9.25,1526
2023,sinh_hoc,9.5,888
2023,sinh_hoc,9.75,432
2023,sinh_hoc,10.0,135
2023,toan,0.0,2
2023,toan,0.2,1
2023,toan,0.4,2
2023,toan,0.6,4
2023,toan,0.8,32
2023,toan,1.0,82
2023,toan,1.2,248
2023,toan,1.4,539
2023,toan,1.6,1055
2023,toan,1.8,1928
2023,toan,2.0,3084
2023,toan,2.2,4498
2023,toan,2.4,6266
2023,toan,2.6,8310
2023,toan,2.8,10049
2023,toan,3.0,11499
2023,toan,3.2,13224
2023,toan,3.4,14581
2023,toan,3.6,15839
2023,toan,3.8,17023
2023,toan,4.0,18705
2023,toan,4.2,20121
2023,toan,4.4,21769
2023,toan,4.6,23146
2023,toan,4.8,25087
2023,toan,5.0,26667
2023,toan,5.2,28490
2023,toan,5.4,30648
2023,toan,5.6,32351
2023,toan,5.8,34652
2023,toan,6.0,37100
2023,toan,6.2,39299
2023,toan,6.4,41586
2023,toan,6.6,44705
2023,toan,6.8,47231
2023,toan,7.0,51245
2023,toan,7.2,54069
2023,toan,7.4,56130
2023,toan,7.6,56640
2023,toan,7.8,53308
2023,toan,8.0,47380
2023,toan,8.2,37744
2023,toan,8.4,27537
2023,toan,8.6,18534
2023,toan,8.8,10923
2023,toan,9.0,5850
2023,toan,9.2,2672
2023,toan,9.4,1080
2023,toan,9.6,337
2023,toan,9.8,89
2023,toan,10.0,12
2023,vat_li,0.0,10
2023,vat_li,0.25,1
2023,vat_li,0.5,2
2023,vat_li,0.75,2
2023,vat_li,1.0,8
2023,vat_li,1.25,15
2023,vat_li,1.5,59
2023,vat_li,1.75,130
2023,vat_li,2.0,254
2023,vat_li,2.25,429
2023,vat_li,2.5,805
2023,vat_li,2.75,1229
2023,vat_li,3.0,1776
2023,vat_li,3.25,2789
2023,vat_li,3.5,3672
2023,vat_li,3.75,4852
2023,vat_li,4.0,6019
2023,vat_li,4.25,7419
2023,vat_li,4.5,8771
2023,vat_li,4.75,10138
2023,vat_li,5.0,11317
2023,vat_li,5.25,12664
2023,vat_li,5.5,13693
2023,vat_li,5.75,15147
2023,vat_li,6.0,16259
2023,vat_li,6.25,17447
2023,vat_li,6.5,18523
2023,vat_li,6.75,19523
2023,vat_li,7.0,20599
2023,vat_li,7.25,21129
2023,vat_li,7.5,21554
2023,vat_li,7.75,21207
2023,vat_li,8.0,19844
2023,vat_li,8.25,17351
2023,vat_li,8.5,13561
2023,vat_li,8.75,9287
2023,vat_li,9.0,5308
2023,vat_li,9.25,2822
2023,vat_li,9.5,1136
2023,vat_li,9.75,368
2023,vat_li,10.0,70
